workoutDate,workoutName,workoutStartTime,workoutEndTime,workoutIntensity,workoutUnit,workoutSoreness,exercise,setnum,reps,weight,rest,tut,rir
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,11.5,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,14,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,21.25,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,23.75,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,32.5,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,35,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,27.5,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,30,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,45,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,55,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,22.5,1.5Min,40Sec,3
7/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,27.5,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,31.25,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,33.75,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,26.25,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,28.75,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,16.25,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,18.75,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,11.5,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,14,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,21.25,1.5Min,40Sec,3
7/9/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,23.75,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,32.5,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,35,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,27.5,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,30,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,45,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,55,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,22.5,1.5Min,40Sec,3
7/10/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,27.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,32.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,35,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,27.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,30,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,17.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,20,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,12,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,14.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,22.5,1.5Min,40Sec,3
7/13/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,25,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,35,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,37.5,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,30,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,32.5,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,50,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,60,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,25,1.5Min,40Sec,3
7/14/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,30,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,32.5,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,35,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,27.5,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,30,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,17.5,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,20,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,12,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,14.5,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,22.5,1.5Min,40Sec,3
7/16/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,25,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,35,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,37.5,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,30,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,32.5,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,50,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,60,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,25,1.5Min,40Sec,3
7/17/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,30,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,33.75,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,36.25,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,28.75,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,31.25,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,18.75,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,21.25,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,12.5,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,15,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,23.75,1.5Min,40Sec,3
7/20/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,26.25,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,37.5,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,40,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,32.5,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,35,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,55,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,65,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,27.5,1.5Min,40Sec,3
7/21/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,32.5,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,33.75,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,36.25,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,28.75,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,31.25,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,18.75,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,21.25,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,12.5,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,15,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,23.75,1.5Min,40Sec,3
7/23/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,26.25,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,37.5,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,40,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,32.5,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,35,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,55,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,65,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,27.5,1.5Min,40Sec,3
7/24/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,32.5,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,35,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,37.5,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,30,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,32.5,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,20,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,22.5,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,13,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,15.5,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,25,1.5Min,40Sec,3
7/27/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,27.5,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,40,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,42.5,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,35,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,37.5,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,60,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,70,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,30,1.5Min,40Sec,3
7/28/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,35,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,35,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,37.5,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,30,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,32.5,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,20,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,22.5,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,13,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,15.5,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,25,1.5Min,40Sec,3
7/30/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,27.5,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,40,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,42.5,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,35,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,37.5,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,60,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,70,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,30,1.5Min,40Sec,3
7/31/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,35,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,36.25,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,38.75,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,31.25,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,33.75,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,21.25,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,23.75,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,13.5,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,16,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,26.25,1.5Min,40Sec,3
8/3/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,28.75,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,42.5,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,45,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,37.5,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,40,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,65,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,75,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,32.5,1.5Min,40Sec,3
8/4/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,37.5,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,36.25,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,38.75,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,31.25,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,33.75,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,21.25,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,23.75,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,13.5,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,16,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,26.25,1.5Min,40Sec,3
8/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,28.75,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,42.5,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,45,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,37.5,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,40,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,65,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,75,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,32.5,1.5Min,40Sec,3
8/7/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,37.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,37.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,40,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,32.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,35,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,22.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,25,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,14,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,16.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,27.5,1.5Min,40Sec,3
8/10/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,30,1.5Min,40Sec,3
8/11/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,45,1.5Min,40Sec,3
8/11/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,47.5,1.5Min,40Sec,3
8/11/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,40,1.5Min,40Sec,3
